,id,date,author,location,likes,retweets,polarity,subjectivity,emoji_all,emoji_see,emoji_num,tweet
52,1327131368803995653,2020-11-13 06:09:09,loxcalangcl,Liam ❤️,0,10,0.0,0.0,set(),set(),0,b'RT @devgoldstein: don\\u2019t donate to /change.org because people have come forward saying that the platform keeps the money to themselves. if y\\u2026'
53,1327131366576840704,2020-11-13 06:09:09,DasiSarswati,,0,78,0.5166666666666666,0.6,set(),set(),0,b'RT @NaveenK230693: #LifeChangingBookOnDiwali\\n The Way of Living is worthy to be kept in a book house. Reading this will bring happiness and\\u2026'
54,1327131365905752064,2020-11-13 06:09:09,SarahCombe,"Berkshire, UK",0,0,-0.5,0.5,set(),set(),0,b'Let\\u2019s send a kindness ripple out into the world today by just one random act of kindness...what will you do to be k\\u2026 https://t.co/fGErS5bwqw'
55,1327131362818748419,2020-11-13 06:09:08,CUnfamiliaris,,0,0,0.0,0.0,set(),set(),0,"b""And again, it's a movie about Saunders. She's turning it all over, and because of her, he might well succeed. The m\\u2026 https://t.co/lgg4f7VNQh"""
56,1327131362105679874,2020-11-13 06:09:08,bachesonw,"Kistap, Washington ",0,78,0.0,0.05,set(),set(),0,"b'RT @aravosis: Yeah, that\\u2019s a lie. The Pfizer vaccine was actually made by a German company in Germany. And Pfizer refused to be a part of o\\u2026'"
57,1327131361459789825,2020-11-13 06:09:08,lovemonaaeee,121718 ...💔,0,4958,0.23055555555555554,0.3333333333333333,set(),set(),0,"b'RT @Pastor__West: Dear Lord,\\n\\nToday, bless my journey. May the pace be steady and every path made safe. Let no obstacles impede progress. M\\u2026'"
58,1327131360553803776,2020-11-13 06:09:07,Muggles36183799,,0,0,0.5,0.5,set(),set(),0,b'@phil_goff You\\u2019d think the mayor of our largest city would be more responsable than jumping on a rumour. I hope he\\u2026 https://t.co/WzepJ2qgbR'
59,1327131360390209537,2020-11-13 06:09:07,FightCoachFight,Bronx,0,0,0.25625,0.55,set(),set(),0,b'Good night everyone. Today (Friday) Im going to stream a little bit of KI and then UMVC3 to close the night.\\n\\nSaturday will be DBFZ!'
60,1327131360197218306,2020-11-13 06:09:07,gervase_ariong,,0,0,-0.325,0.55,set(),set(),0,"b'@nbstv its very unfortunate but lets face it, whatever we are starting to witness is not about NRM,NUP,FDC or anyth\\u2026 https://t.co/jtEN0kIxf1'"
61,1327131359643570176,2020-11-13 06:09:07,EmWankenobi,Earth,0,6919,0.0,0.0,set(),set(),0,"b""RT @donwinslow: STAY AWAY FROM THE MAGA MARCH BULLSHIT.\\n\\nWe don't need to be there.\\n\\nWe don't want to be there.\\n\\nAnd if we're there they ar\\u2026"""
